Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902393053,2015-02-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,39.17599001,-86.56318363,"39.17599001,-86.56318363",3
902393077,2015-02-05,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY & W 3RD,39.16463971,-86.58292002,"39.16463971,-86.58292002",5
902393080,2015-02-05,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,14TH & LINDBERGH,39.176048,-86.552592,"39.176048,-86.552592",12
902393102,2015-02-04,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH & SR46W,39.210144,-86.5832,"39.210144,-86.5832",0
902393118,2015-02-05,Weekday,2000,Pedestrian,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E THIRD,39.0803299,-86.51473999,"39.0803299,-86.51473999",0
902393151,2015-02-05,Weekday,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT,39.165648,-86.5336,"39.165648,-86.5336",42
902393180,2015-02-05,Weekday,2200,Cyclist,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WINSLOW,39.136144,-86.523744,"39.136144,-86.523744",1
902393182,2015-02-05,Weekday,2100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,2 ND & FAIRFAX,39.082166,-86.5157979,"39.082166,-86.5157979",0
902393218,2015-02-06,Weekday,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH MADISON & WEST 17TH,39.178992,-86.537792,"39.178992,-86.537792",34
902393295,2015-02-05,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,RHORER & WALNUT STREET,39.12144,-86.526496,"39.12144,-86.526496",0
902393296,2015-02-05,Weekday,700,1-Car,Incapacitating,RAN OFF ROAD RIGHT,CHAMBERS & SR37S,39.30432,-86.5168,"39.30432,-86.5168",0
902393300,2015-02-06,Weekday,800,1-Car,No injury/unknown,VIEW OBSTRUCTED,6TH & ELM,39.167712,-86.5452,"39.167712,-86.5452",40
902393477,2015-02-06,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR4546 & TENTH,39.176848,-86.478192,"39.176848,-86.478192",1
902393510,2015-02-05,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.21328558,-86.59020994,"39.21328558,-86.59020994",0
902393547,2015-02-05,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N MADISON & W 6TH,39.167664,-86.537296,"39.167664,-86.537296",42
902393689,2015-02-06,Weekday,1100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,N OLD ST RD 37 & N WALNUT,39.18336019,-86.53415009,"39.18336019,-86.53415009",4
902393699,2015-02-06,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MADISON & W 17TH,39.178992,-86.537792,"39.178992,-86.537792",34
902393701,2015-02-06,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH WALNUT,39.154352,-86.5336,"39.154352,-86.5336",31
902393740,2015-02-06,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 3RD & SOUTH JEFFERSON,39.164304,-86.506992,"39.164304,-86.506992",6
902393842,2015-02-06,Weekday,1800,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,THIRD & WALNUT,39.08217966,-85.81297853,"39.08217966,-85.81297853",0
902393854,2015-02-06,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & SR46W,39.19377136,-86.57120616,"39.19377136,-86.57120616",0
902393869,2015-02-06,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,N SMITH & SR46W,39.210144,-86.5832,"39.210144,-86.5832",0
902393896,2015-02-04,Weekday,1800,1-Car,Non-incapacitating,UNSAFE SPEED,EAST DILLMAN & SOUTH FAIRFAX,39.09264,-86.51672,"39.09264,-86.51672",0
902393904,2015-02-06,Weekday,300,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E 2ND & S WASHINGTON,39.16144,-86.5324,"39.16144,-86.5324",43
902393906,2015-02-05,Weekday,1500,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37N & VERNAL,39.17617467,-86.56292242,"39.17617467,-86.56292242",3
902393922,2015-02-06,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45 & WALNUT,39.186368,-86.5344,"39.186368,-86.5344",3
902393958,2015-02-06,Weekend,2200,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE,39.16115717,-86.53485253,"39.16115717,-86.53485253",42
902393978,2015-02-07,Weekend,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S LIBERTY,39.189248,-86.531472,"39.189248,-86.531472",1
902393981,2015-02-06,Weekend,2300,2-Car,No injury/unknown,,DUNN & KIRKWOOD,39.16664,-86.52822728,"39.16664,-86.52822728",43
902394021,2015-02-07,Weekend,800,2-Car,No injury/unknown,IMPROPER TURNING,4TH & COLLEGE,39.165664,-86.5348,"39.165664,-86.5348",42
902394245,2015-02-04,Weekday,2200,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,LOUDEN & RATLIFF,39.21657228,-86.63986124,"39.21657228,-86.63986124",0
902394378,2015-02-07,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE,39.17088686,-86.534768,"39.17088686,-86.534768",39
902394432,2015-02-07,Weekend,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,W STATE ROAD 45,39.125312,-86.610496,"39.125312,-86.610496",0
902394440,2015-02-05,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & TAPP,39.13704,-86.572896,"39.13704,-86.572896",1
902394445,2015-02-07,Weekend,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CURRY & SR46W,39.15835953,-86.58256264,"39.15835953,-86.58256264",4
902394690,2015-02-01,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SO WESTPLEX & W 3RD,39.16440971,-86.55389986,"39.16440971,-86.55389986",10
902394698,2015-02-01,Weekend,700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,COLLEGE & KIRKWOOD,39.16664,-86.5348,"39.16664,-86.5348",42
902394868,2015-02-01,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,E KIRKWOOD,39.16664,-86.53096555,"39.16664,-86.53096555",43
902394889,2015-02-01,Weekend,1800,2-Car,No injury/unknown,IMPROPER PASSING,3RD & FESS,39.16444271,-86.52561573,"39.16444271,-86.52561573",43
902394952,2015-02-01,Weekday,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD SR 37 & WALNUT,39.20429773,-86.53489235,"39.20429773,-86.53489235",1
902394986,2015-02-01,Weekend,200,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,E 3RD,39.164544,-86.55236237,"39.164544,-86.55236237",18
902395152,2015-02-02,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E MILLER & S COVEY,39.146976,-86.516192,"39.146976,-86.516192",2
902395203,2015-02-02,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & WASHINGTON,39.16144,-86.5324,"39.16144,-86.5324",43
902395216,2015-02-02,Weekday,1000,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,E 3RD & PETE ELLIS,39.16424,-86.495088,"39.16424,-86.495088",6
902395246,2015-02-02,Weekday,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RHORER & SARE,39.12989028,-86.51157997,"39.12989028,-86.51157997",1
902395278,2015-02-02,Weekday,1000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,45 46 & WALNUT,38.475955,-86.541435,"38.475955,-86.541435",0
902395307,2015-02-02,Weekday,1100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & LIBERTY,39.16461021,-86.57912141,"39.16461021,-86.57912141",5
902395309,2015-02-02,Weekday,1000,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,MATLOCK & SR46W,39.18504585,-86.51656815,"39.18504585,-86.51656815",0
902395402,2015-02-02,Weekday,1200,Bus,No injury/unknown,ROADWAY SURFACE CONDITION,455 N COLLEGE & 9TH,39.170544,-86.534768,"39.170544,-86.534768",39
902395428,2015-02-02,Weekday,1200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37N & WAYPORT,39.26167132,-86.52280192,"39.26167132,-86.52280192",0
902395614,2015-02-02,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MARTHA & SR46E,39.18635409,-86.53204891,"39.18635409,-86.53204891",3
902395702,2015-02-02,Weekday,1400,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & GATES,39.16459009,-86.57619975,"39.16459009,-86.57619975",5
902395708,2015-02-02,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,6TH & DUNN,39.167728,-86.528208,"39.167728,-86.528208",42
902395738,2015-02-02,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,S COLLEGE & W 4TH,39.165664,-86.5348,"39.165664,-86.5348",42
902395748,2015-02-02,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E KIRKWOOD & S DUNN,39.16664,-86.528192,"39.16664,-86.528192",43
902395785,2015-02-02,Weekday,1600,2-Car,No injury/unknown,UNSAFE SPEED,INDUSTRIAL & SR45W,39.143552,-86.580528,"39.143552,-86.580528",1
902395786,2015-02-02,Weekday,2000,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,N BOTTOM & SR37N,39.3824478,-86.55792236,"39.3824478,-86.55792236",0
902395807,2015-02-02,Weekday,1400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,VILLAGE & W MIDDLE,39.159168,-86.583888,"39.159168,-86.583888",5
902395808,2015-02-02,Weekday,1600,2-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,MCNEELY & UNION VALLEY,39.1135481,-86.59277114,"39.1135481,-86.59277114",0
902395809,2015-02-02,Weekday,1800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,AIRPORT & SR45W,39.13724902,-86.59312023,"39.13724902,-86.59312023",1
902395835,2015-01-03,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,8TH & ROOSEVELT,39.16952,-86.505968,"39.16952,-86.505968",5
902395869,2015-02-01,Weekday,2300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DUVALL,39.07711411,-86.62055969,"39.07711411,-86.62055969",0
902395904,2015-02-02,Weekday,1300,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & SMITH,39.16424,-86.480688,"39.16424,-86.480688",5
902395937,2015-02-02,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,W ALLEN & W BLOOMFIELD,39.156144,-86.561296,"39.156144,-86.561296",3
902395941,2015-02-02,Weekday,900,Bus,No injury/unknown,UNSAFE BACKING,1001 EAST 17TH (BLUE LOT) & 17TH,39.20021998,-86.5209221,"39.20021998,-86.5209221",1
902396086,2015-02-03,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W 3RD,39.16424,-86.48434743,"39.16424,-86.48434743",6
902396153,2015-02-02,Weekday,900,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & FEE,39.1715904,-86.51957008,"39.1715904,-86.51957008",36
902396209,2015-02-02,Weekday,1300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,ALLEN & BLOOMFIELD,39.15612973,-86.56139999,"39.15612973,-86.56139999",3
902396281,2015-02-02,Weekday,2000,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,N BOTTOM & SR37N,39.3824478,-86.55792236,"39.3824478,-86.55792236",0
902396300,2015-02-03,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,3RD & HAWTHORNE,39.21712186,-86.52008995,"39.21712186,-86.52008995",0
902396469,2015-02-03,Weekday,1000,2-Car,No injury/unknown,,N RANGE,39.17500611,-86.49981141,"39.17500611,-86.49981141",5
902396512,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S GRANT,39.16464,-86.529728,"39.16464,-86.529728",43
902396562,2015-02-03,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH MORTON,39.164672,-86.536192,"39.164672,-86.536192",43
902396576,2015-02-03,Weekday,1600,2-Car,Non-incapacitating,UNSAFE BACKING,E LAW & N UNION,39.17215009,-86.50939602,"39.17215009,-86.50939602",5
902396584,2015-02-03,Weekday,1900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268",43
902396707,2015-02-04,Weekday,200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,18TH & DUNN,39.18021467,-86.5284,"39.18021467,-86.5284",26
902396733,2015-02-04,Weekday,500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,HEDRICK & SR46W,39.27775955,-86.67736536,"39.27775955,-86.67736536",0
902397021,2015-02-04,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,ODELL,39.1264008,-86.52882926,"39.1264008,-86.52882926",1
902397033,2015-02-04,Weekday,900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 11TH & WALNUT,39.17344,-86.520944,"39.17344,-86.520944",39
902397034,2015-02-04,Weekday,1000,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 9TH & N LINCOLN,39.170544,-86.530992,"39.170544,-86.530992",40
902397036,2015-02-04,Weekday,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E ATWATER & S ARBUTUS,39.16838714,-86.51218011,"39.16838714,-86.51218011",13
902397042,2015-02-04,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,N GRANT,39.17344,-86.529696,"39.17344,-86.529696",40
902397081,2015-02-04,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & W 2ND,39.20370561,-86.53729248,"39.20370561,-86.53729248",1
902397088,2015-02-03,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,13TH & 709 N FEE (PARKING GARAGE),39.175152,-86.518992,"39.175152,-86.518992",36
902397371,2015-02-04,Weekday,1600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR446S & SR46E,39.135648,-86.462,"39.135648,-86.462",0
902397421,2015-02-04,Weekday,1600,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CONSITUTION & CURRY,39.15127024,-86.58262029,"39.15127024,-86.58262029",1
902397426,2015-02-04,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S MULLER,39.16180998,-86.56743228,"39.16180998,-86.56743228",5
902397442,2015-02-04,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,COLLEGE & KIRKWOOD,39.16664,-86.5348,"39.16664,-86.5348",42
902397489,2015-02-04,Weekday,2000,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792,"39.15816,-86.497792",6
902397501,2015-02-04,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & S WALNUT,39.12144,-86.526496,"39.12144,-86.526496",0
902397746,2015-02-05,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N WALNUT & W 11TH,39.173248,-86.533488,"39.173248,-86.533488",39
902397795,2015-02-05,Weekday,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,N WALNUT & SR4546W,39.186368,-86.5344,"39.186368,-86.5344",3
902397861,2015-02-05,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,THIRTEENTH & WALNUT GROVE,39.17512767,-86.52103911,"39.17512767,-86.52103911",39
902397896,2015-02-05,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S LIBERTY & W 3RD,39.16461021,-86.57910409,"39.16461021,-86.57910409",5
902398158,2015-02-05,Weekday,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,7TH & JORDAN,39.168944,-86.516016,"39.168944,-86.516016",18
902398163,2015-02-05,Weekday,1600,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & GRANT,39.16464,-86.529728,"39.16464,-86.529728",43
902398178,2015-02-05,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DIXIE & FAIRVIEW,39.156752,-86.540976,"39.156752,-86.540976",41
902398315,2015-02-05,Weekday,400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,CHAPEL HILL & SR446S,39.02893231,-86.408064,"39.02893231,-86.408064",0
902398318,2015-02-04,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR46E & TRAILWAY,39.16355934,-86.42589328,"39.16355934,-86.42589328",0
902398390,2015-02-06,Weekday,200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ST RD 46,39.1831654,-86.5114387,"39.1831654,-86.5114387",1
902398607,2015-02-06,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH COPPER BEACH,39.15565833,-86.57005816,"39.15565833,-86.57005816",5
902398660,2015-02-05,Weekday,400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,2ND & DUNN,39.15500584,-86.52841016,"39.15500584,-86.52841016",38
902398705,2015-02-06,Weekday,800,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N ROGERS & W 7TH,39.168704,-86.538576,"39.168704,-86.538576",42
902398798,2015-02-06,Weekday,1000,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S COLLEGE,39.16115717,-86.53485253,"39.16115717,-86.53485253",42
902398804,2015-02-05,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE & KIRKWOOD,39.16664,-86.5348,"39.16664,-86.5348",42
902398842,2015-02-06,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,OAK & SALE,39.232512,-86.626224,"39.232512,-86.626224",1
902398951,2015-02-06,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S INDIANA,39.165648,-86.526848,"39.165648,-86.526848",43
902399016,2015-02-06,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FULLERTON & SR37,39.122352,-86.5712,"39.122352,-86.5712",0
902399070,2015-02-06,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BARGE & S LEONARD SPRINGS,39.13579732,-86.582496,"39.13579732,-86.582496",1
902399071,2015-02-06,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & W WOODYARD,39.190672,-86.582992,"39.190672,-86.582992",0
902399072,2015-02-05,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BROOKWOOD & HILLCREST,39.21400715,-86.60118534,"39.21400715,-86.60118534",0
902399078,2015-02-05,Weekday,2000,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,WEST ISON & WEST LEONARD SPRINGS,39.122352,-86.6056,"39.122352,-86.6056",0
902399079,2015-02-06,Weekday,1400,1-Car,Incapacitating,RAN OFF ROAD RIGHT,EAST RAMP CREEK & SOUTH SHIELDS RIDGE,39.083024,-86.472912,"39.083024,-86.472912",0
902399128,2015-02-05,Weekday,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SKIRVIN & SR45,39.22555741,-86.43851898,"39.22555741,-86.43851898",0
902399173,2015-02-07,Weekend,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DUNN & SR37W,39.18363953,-86.5283432,"39.18363953,-86.5283432",4
902399192,2015-02-05,Weekday,400,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S ROCKPORT & SR37S,39.11732296,-86.56671395,"39.11732296,-86.56671395",0
902399194,2015-02-07,Weekend,300,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH,39.17164802,-86.50386024,"39.17164802,-86.50386024",5
902399302,2015-02-07,Weekend,1000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BLOOMFIELD & SR37N,39.2109486,-86.57295227,"39.2109486,-86.57295227",0
902399319,2015-02-07,Weekend,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER,39.18182568,-86.53778021,"39.18182568,-86.53778021",10
902399405,2015-02-07,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FORRESTER & OLCOTT,39.14021015,-86.49255976,"39.14021015,-86.49255976",1
902399407,2015-02-07,Weekend,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N ROGERS,39.165696,-86.538592,"39.165696,-86.538592",43
902399519,2015-02-07,Weekend,1400,2-Car,No injury/unknown,IMPROPER TURNING,E BURKS,39.15584,-86.506496,"39.15584,-86.506496",6
902399567,2015-02-01,Weekday,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ENDWRIGHT & SR46W,39.22402954,-86.61120295,"39.22402954,-86.61120295",1
902399574,2015-02-07,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,EAST 7TH,39.168752,-86.5436,"39.168752,-86.5436",42
902399641,2015-02-07,Weekend,2000,2-Car,No injury/unknown,CELL PHONE USAGE,ROCKPORT & W COUNTRY CLUB,39.136448,-86.548704,"39.136448,-86.548704",0
902399644,2015-02-07,Weekend,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,N JORDAN,39.16733692,-86.51619253,"39.16733692,-86.51619253",19
902399655,2015-02-07,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SUNRISE,39.17157993,-86.51249715,"39.17157993,-86.51249715",14
902399716,2015-02-01,Weekend,400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,NORTH WALNUT,39.16893387,-86.53321838,"39.16893387,-86.53321838",41
902399727,2015-02-07,Weekend,100,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,INDIANA & THIRD,39.16430652,-86.52691309,"39.16430652,-86.52691309",43
902399730,2015-02-07,Weekend,1200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N FAIRVIEW & W 11TH,39.173152,-86.5408,"39.173152,-86.5408",40
902399859,2015-02-06,Weekday,900,Bus,No injury/unknown,UNSAFE BACKING,GATES,39.16889705,-86.57647803,"39.16889705,-86.57647803",5
902399860,2015-02-01,Weekend,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR45W,39.125312,-86.610496,"39.125312,-86.610496",0
902399863,2015-02-01,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & LINCOLN,39.16144,-86.531056,"39.16144,-86.531056",43
902399902,2015-02-01,Weekend,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,AUTO MALL & COVENANTER,39.1550532,-86.4960877,"39.1550532,-86.4960877",6
902399927,2015-02-07,Weekend,1600,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,E BRYANTS CREEK & SR37N,39.334368,-86.5124,"39.334368,-86.5124",0
902399928,2015-02-07,Weekend,1300,1-Car,No injury/unknown,IMPROPER LANE USAGE,W VERNAL LOT 59,39.179248,-86.58292,"39.179248,-86.58292",4
902400008,2015-02-01,Weekend,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S HINDS & SR45W,39.099152,-86.652,"39.099152,-86.652",0
902400010,2015-02-01,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KINSER & SR46W,39.186544,-86.537888,"39.186544,-86.537888",3
902400023,2015-02-01,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,37 & 3RD,39.164752,-86.573104,"39.164752,-86.573104",5
902400113,2015-02-01,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E BETHEL & N OLD SR 37,39.215344,-86.521392,"39.215344,-86.521392",0
902400202,2015-02-02,Weekday,700,1-Car,Incapacitating,RAN OFF ROAD RIGHT,ARLINGTON & MAPLE GROVE,39.20235537,-86.55888157,"39.20235537,-86.55888157",0
902400242,2015-02-02,Weekday,800,Bus,No injury/unknown,IMPROPER PASSING,INDIANA & THIRD,39.16430652,-86.52691309,"39.16430652,-86.52691309",43
902400309,2015-02-02,Weekday,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,PATTERSON & ROGERS,39.15379018,-86.53875008,"39.15379018,-86.53875008",29
902400317,2015-02-02,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,N JACOB,39.16852154,-86.57362014,"39.16852154,-86.57362014",5
902400353,2015-02-02,Weekday,1000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,7TH & ROGERS,39.168704,-86.538576,"39.168704,-86.538576",42
902400404,2015-02-02,Weekday,1100,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268",43
